txn_year,MCC,total_spending,txn_count,avg_per_txn,grid_col,grid_row
2014,4900,1027649.95,8218,125.04866755901679,8,113
1996,4900,25541.81,234,109.1530341880342,9,113
1991,4900,2594.19,22,117.91772727272728,0,114
2006,4900,631830.24,5176,122.06921174652241,1,114
2011,4900,1011108.07,8061,125.43208907083488,2,114
1995,4900,20826.75,176,118.33380681818181,3,114
1998,4900,57973.57,501,115.71570858283432,4,114
2018,4900,1037291.71,8455,122.6838214074512,5,114
1997,4900,38795.16,368,105.42163043478261,6,114
2012,4900,1044331.2,8235,126.81617486338797,7,114
2002,4900,266312.47,2215,120.23136343115122,8,114
2019,4900,1031201.4,8271,124.67675009067828,9,114
2003,4900,332009.25,2779,119.47076286433969,0,115
2017,4900,1039201.11,8352,124.42542025862069,1,115
1994,4900,13488.12,126,107.04857142857144,2,115
2007,4900,714492.0,5866,121.80225025571087,3,115
1997,5045,881.78,3,293.9266666666667,4,115
2002,5045,4353.12,22,197.86909090909091,5,115
2006,5045,4293.11,32,134.1596875,6,115
2013,5045,8638.56,43,200.8967441860465,7,115
2007,5045,8409.95,36,233.60972222222225,8,115
1998,5045,613.14,4,153.285,9,115
2004,5045,1763.62,13,135.66307692307691,0,116
2012,5045,10760.11,45,239.11355555555556,1,116
2015,5045,7767.39,41,189.44853658536587,2,116
2001,5045,1859.6,10,185.95999999999998,3,116
2020,5045,1453.97,8,181.74625,4,116
2008,5045,6827.650000000001,39,175.06794871794872,5,116
2005,5045,9267.84,41,226.0448780487805,6,116
1994,5045,248.34,1,248.34,7,116
2019,5045,8120.27,41,198.05536585365854,8,116
2009,5045,9760.5,47,207.67021276595744,9,116
2018,5045,6755.45,37,182.57972972972973,0,117
2010,5045,10877.199999999999,57,190.82807017543857,1,117
2003,5045,2798.7599999999998,14,199.91142857142856,2,117
2017,5045,8842.75,37,238.99324324324326,3,117
2011,5045,7257.24,40,181.43099999999998,4,117
1999,5045,266.28,1,266.28,5,117
2016,5045,12730.81,54,235.75574074074072,6,117
2000,5045,958.51,5,191.702,7,117
2014,5045,9143.33,45,203.1851111111111,8,117
2012,5094,12002.98,223,53.825022421524665,9,117
2011,5094,9991.23,180,55.50683333333333,0,118
2001,5094,1172.91,23,50.996086956521744,1,118
2015,5094,12425.72,210,59.170095238095236,2,118
2005,5094,6008.76,113,53.17486725663717,3,118
2009,5094,8408.18,153,54.95542483660131,4,118
2007,5094,6156.94,113,54.486194690265485,5,118
1995,5094,17.060000000000002,2,8.530000000000001,6,118
2017,5094,12114.01,201,60.268706467661694,7,118
2003,5094,3858.87,71,54.35028169014085,8,118
2008,5094,9713.98,162,59.962839506172834,9,118
2014,5094,11211.67,211,53.135876777251184,0,119
2000,5094,879.65,17,51.74411764705882,1,119
2013,5094,12824.130000000001,238,53.88289915966387,2,119
2016,5094,10421.63,183,56.948797814207644,3,119
1997,5094,171.85000000000002,2,85.92500000000001,4,119
2018,5094,11040.05,213,51.831220657276994,5,119
2006,5094,7511.24,134,56.05402985074627,6,119
1998,5094,906.15,15,60.41,7,119
2004,5094,4046.04,79,51.215696202531646,8,119
1994,5094,52.230000000000004,2,26.115000000000002,9,119
2019,5094,11849.93,220,53.86331818181818,0,120
1999,5094,278.6,6,46.43333333333334,1,120
2002,5094,1995.78,36,55.43833333333333,2,120
2010,5094,10192.0,194,52.5360824742268,3,120
2020,5094,2607.75,39,66.86538461538461,4,120
2008,5192,6056.1,146,41.480136986301375,5,120
1993,5192,62.54,2,31.27,6,120
2007,5192,4959.34,117,42.387521367521366,7,120
2003,5192,1730.85,46,37.62717391304348,8,120
2009,5192,6817.19,171,39.8666081871345,9,120
2019,5192,5705.13,148,38.54817567567568,0,121
1997,5192,53.22,1,53.22,1,121
2000,5192,520.48,16,32.53,2,121
2006,5192,4120.16,105,39.239619047619044,3,121
2011,5192,8832.34,209,42.26,4,121
2005,5192,2970.46,76,39.085,5,121
1996,5192,61.09,2,30.545,6,121
2018,5192,6622.86,173,38.28242774566474,7,121
2010,5192,6806.1,164,41.50060975609756,8,121
2017,5192,6591.3,165,39.947272727272725,9,121
1999,5192,233.61,7,33.37285714285714,0,122
2020,5192,1961.68,46,42.64521739130435,1,122
2002,5192,1343.3,32,41.978125,2,122
2015,5192,6802.3,162,41.989506172839505,3,122
2001,5192,831.37,26,31.97576923076923,4,122
2014,5192,6961.54,177,39.33073446327683,5,122
2016,5192,6896.31,178,38.74331460674158,6,122
2012,5192,7318.22,176,41.58079545454546,7,122
2004,5192,2035.21,50,40.7042,8,122
2013,5192,5722.11,145,39.46282758620689,9,122
2018,5193,5717.26,146,39.15931506849315,0,123
2005,5193,2584.35,59,43.802542372881355,1,123
1996,5193,236.94,6,39.49,2,123
2014,5193,6014.3,147,40.91360544217687,3,123
2011,5193,6027.8,152,39.65657894736842,4,123
1995,5193,133.59,4,33.3975,5,123
2012,5193,6412.18,164,39.09865853658537,6,123
2013,5193,5914.7,155,38.159354838709675,7,123
2000,5193,1109.68,26,42.68,8,123
2016,5193,4794.25,127,37.75,9,123
2008,5193,5408.6,138,39.19275362318841,0,124
2015,5193,5607.71,142,39.49091549295775,1,124
1998,5193,521.92,15,34.794666666666664,2,124
2017,5193,5718.2,143,39.987412587412585,3,124
1997,5193,176.41,6,29.401666666666667,4,124
2001,5193,1574.1,33,47.699999999999996,5,124
1999,5193,825.4300000000001,16,51.589375000000004,6,124
2010,5193,5872.46,150,39.14973333333333,7,124
2019,5193,5101.19,132,38.645378787878784,8,124
2020,5193,1364.15,31,44.00483870967742,9,124
2004,5193,2106.52,53,39.74566037735849,0,125
1991,5193,48.91,1,48.91,1,125
2009,5193,5478.72,147,37.270204081632656,2,125
2003,5193,2243.77,52,43.14942307692308,3,125
2002,5193,1893.98,44,43.045,4,125
2006,5193,3589.95,93,38.601612903225806,5,125
2007,5193,4189.45,98,42.749489795918365,6,125
1999,5211,27924.84,600,46.5414,7,125
2000,5211,41507.21,847,49.004970484061396,8,125
2008,5211,254891.52,5404,47.16719467061436,9,125
2015,5211,327374.49,6843,47.84078474353354,0,126
2016,5211,313166.59,6704,46.71339349642005,1,126
2020,5211,58396.69,1258,46.420262321144676,2,126
1991,5211,387.99,12,32.3325,3,126
2006,5211,205494.83,4243,48.43149422578364,4,126
1998,5211,19462.38,436,44.63848623853211,5,126
2007,5211,236141.57,4954,47.666849010900286,6,126
2017,5211,329906.6,6905,47.777929036929756,7,126
1995,5211,10327.68,212,48.715471698113205,8,126
2005,5211,169136.82,3522,48.0229471890971,9,126
1992,5211,2896.08,63,45.96952380952381,0,127
1996,5211,11423.07,246,46.435243902439026,1,127
2013,5211,322290.65,6691,48.16778508444179,2,127
1993,5211,2207.39,52,42.44980769230769,3,127
2004,5211,131794.72,2757,47.803670656510704,4,127
2010,5211,296028.01,6263,47.26616797062111,5,127
2001,5211,56919.07,1211,47.001709331131295,6,127
2011,5211,311114.43,6476,48.04114113650402,7,127
2012,5211,319741.51,6630,48.22647209653092,8,127
2009,5211,280599.57,5912,47.4627148173207,9,127
1997,5211,15653.45,322,48.613198757763975,0,128
2018,5211,324589.58,6860,47.31626530612245,1,128
2019,5211,320151.59,6688,47.86955592105264,2,128
1994,5211,8576.78,184,46.6129347826087,3,128
2002,5211,79746.85,1654,48.21454050785974,4,128
2003,5211,99887.42,2069,48.27811503141614,5,128
2014,5211,319690.97,6688,47.80068331339712,6,128
1996,5251,1711.8,34,50.34705882352941,7,128
2009,5251,45813.25,1105,41.45995475113122,8,128
1998,5251,2303.56,63,36.56444444444444,9,128
2017,5251,58876.39,1387,42.448731074261,0,129
2011,5251,57012.1,1307,43.620581484315224,1,129
2010,5251,56656.99,1289,43.95422032583398,2,129
1994,5251,563.67,12,46.9725,3,129
2001,5251,8135.25,217,37.48963133640553,4,129
2012,5251,58236.87,1288,45.21496118012423,5,129
2015,5251,56998.74,1360,41.910838235294115,6,129
2013,5251,59948.75,1329,45.1081640331076,7,129
1993,5251,98.42,3,32.806666666666665,8,129
1991,5251,111.50999999999999,4,27.877499999999998,9,129
2016,5251,58527.65,1351,43.32172464840859,0,130
2003,5251,16625.9,390,42.63051282051283,1,130
2004,5251,19858.62,492,40.3630487804878,2,130
1992,5251,241.68,8,30.21,3,130
2020,5251,12032.35,291,41.348281786941584,4,130
1999,5251,3973.23,96,41.3878125,5,130
2018,5251,61273.03,1439,42.58028492008339,6,130
1995,5251,660.84,13,50.83384615384615,7,130
2008,5251,45924.41,1109,41.41064923354374,8,130
2019,5251,62149.66,1458,42.626652949245546,9,130
2006,5251,33901.96,768,44.143177083333335,0,131
2007,5251,41580.35,923,45.04913326110509,1,131
2002,5251,11701.22,270,43.33785185185185,2,131
2005,5251,25995.75,596,43.61703020134228,3,131
2000,5251,7226.83,140,51.62021428571428,4,131
2014,5251,56866.74,1315,43.244669201520914,5,131
1997,5251,1925.53,44,43.76204545454545,6,131
2016,5261,14187.43,275,51.59065454545455,7,131
2005,5261,6723.1,120,56.02583333333334,8,131
2004,5261,4080.35,84,48.57559523809524,9,131
2015,5261,14735.09,277,53.195270758122746,0,132
2019,5261,16363.47,318,51.45745283018868,1,132
2013,5261,14148.3,275,51.44836363636363,2,132
2003,5261,3373.05,77,43.805844155844156,3,132
1999,5261,528.29,12,44.024166666666666,4,132
2011,5261,14668.23,277,52.95389891696751,5,132
2014,5261,13829.26,297,46.56316498316498,6,132
2000,5261,774.11,20,38.7055,7,132
2007,5261,8649.91,180,48.055055555555555,8,132
2018,5261,16493.54,323,51.06359133126935,9,132
2006,5261,8058.91,160,50.3681875,0,133
2008,5261,10289.11,217,47.4152534562212,1,133
2020,5261,3756.39,70,53.66271428571429,2,133
2009,5261,13011.75,251,51.83964143426295,3,133
1997,5261,127.34,3,42.446666666666665,4,133
2001,5261,1594.17,27,59.04333333333334,5,133
2002,5261,1621.97,38,42.68342105263158,6,133
2017,5261,16632.16,307,54.17641693811075,7,133
2010,5261,14427.210000000001,269,53.63275092936804,8,133
2012,5261,13786.26,257,53.643035019455255,9,133
1994,5261,25.94,1,25.94,0,134
1995,5261,27.54,1,27.54,1,134
1998,5261,505.74,9,56.193333333333335,2,134
2012,5300,1786243.34,24669,72.4084210953018,3,134
2006,5300,1034851.07,15403,67.18503343504511,4,134
2003,5300,509855.83,7896,64.57140704154003,5,134
2010,5300,1691392.81,23466,72.07844583652945,6,134
1999,5300,100027.8,1750,57.15874285714286,7,134
1991,5300,4005.58,38,105.41,8,134
1998,5300,76165.28,1316,57.87635258358662,9,134
2007,5300,1169727.95,17390,67.26440195514664,0,135
2002,5300,396477.17,6196,63.989214009038086,1,135
2018,5300,1923610.46,26536,72.49059617123908,2,135
1993,5300,7750.0,113,68.58407079646018,3,135
1992,5300,3533.56,74,47.75081081081081,4,135
2020,5300,367560.93,5053,72.74113002176925,5,135
1995,5300,28163.62,444,63.431576576576575,6,135
2000,5300,167475.4,2755,60.78961887477314,7,135
2014,5300,1829897.63,25255,72.45684537715303,8,135
1996,5300,26528.12,497,53.37649899396378,9,135
2005,5300,832105.51,12534,66.38786580501038,0,136
2019,5300,1907276.85,26232,72.70802264409882,1,136
1997,5300,45271.49,774,58.490297157622734,2,136
2017,5300,1890028.37,26108,72.39269074613146,3,136
2008,5300,1355023.76,19542,69.3390522976154,4,136
1994,5300,19514.55,332,58.778765060240964,5,136
2015,5300,1850130.42,25624,72.20302919138308,6,136
2011,5300,1758117.59,24363,72.16342773878422,7,136
2001,5300,259242.6,4293,60.387281621243886,8,136
2009,5300,1516160.27,21532,70.41427967676017,9,136
2016,5300,1882349.59,25747,73.10947255990989,0,137
2004,5300,634067.59,9842,64.42466876651086,1,137
2013,5300,1818901.73,25070,72.5529210211408,2,137
2012,5310,432390.51,9002,48.03271606309709,3,137
2013,5310,430926.65,9067,47.52692731884857,4,137
2019,5310,458584.48,9639,47.57593941280216,5,137
1991,5310,1170.12,18,65.00666666666666,6,137
2006,5310,261483.75,5714,45.76194434721736,7,137
2005,5310,217691.07,4803,45.323978763272954,8,137
1992,5310,2980.6,66,45.16060606060606,9,137
1999,5310,34729.58,802,43.303715710723196,0,138
2004,5310,178237.41,3793,46.99114421302399,1,138
1998,5310,25409.63,644,39.45594720496894,2,138
2000,5310,57254.98,1256,45.585175159235675,3,138
2014,5310,446377.78,9392,47.527446763202725,4,138
2016,5310,435866.23,9319,46.77178130700719,5,138
1995,5310,9964.56,222,44.8854054054054,6,138
2003,5310,137720.0,2922,47.13210130047912,7,138
1996,5310,12640.81,258,48.99538759689922,8,138
1997,5310,14689.08,351,41.84923076923077,9,138
2010,5310,396231.96,8553,46.32666432830586,0,139
2001,5310,76935.05,1723,44.65179918746373,1,139
2011,5310,434087.91,9005,48.20520932815102,2,139
2015,5310,440647.41,9242,47.678793551179396,3,139
1993,5310,3161.93,71,44.53422535211267,4,139
1994,5310,8339.16,196,42.54673469387755,5,139
2009,5310,372411.53,8071,46.14193160698799,6,139
2017,5310,451608.63,9488,47.59787415682968,7,139
2007,5310,307698.8,6629,46.417076482123996,8,139
2020,5310,89034.33,1798,49.51853726362625,9,139
2002,5310,100852.53,2274,44.35027704485488,0,140
2018,5310,459889.32,9552,48.14586683417085,1,140
2008,5310,342447.22,7342,46.64222555162081,2,140
2002,5311,245153.32,4040,60.68151485148515,3,140
2003,5311,307937.69,5107,60.2971783826121,4,140
2019,5311,974508.07,14749,66.0728232422537,5,140
2017,5311,945425.74,14644,64.56062141491395,6,140
1995,5311,21612.03,392,55.13272959183673,7,140
2011,5311,932175.56,14494,64.31458258589761,8,140
1991,5311,3204.59,35,91.55971428571429,9,140
1996,5311,26525.52,496,53.47887096774193,0,141
2008,5311,767434.72,12113,63.3562882853133,1,141
2009,5311,835842.99,13052,64.03945678823169,2,141
2013,5311,946456.01,14262,66.36208175571448,3,141
1994,5311,15150.61,300,50.50203333333334,4,141
2015,5311,930482.74,14277,65.17354766407509,5,141
2007,5311,673900.94,10810,62.34051248843663,6,141
2001,5311,180430.21,3121,57.81166613264979,7,141
2004,5311,380867.5,6429,59.242106081816765,8,141
2005,5311,491410.74,8112,60.57824704142012,9,141
2020,5311,181946.94,2743,66.33136711629602,0,142
2016,5311,931093.74,14350,64.88458118466899,1,142
1997,5311,35938.37,627,57.317974481658695,2,142
1993,5311,7484.25,143,52.33741258741259,3,142
2014,5311,938716.29,14348,65.42488778923892,4,142
1999,5311,72727.28,1336,54.4365868263473,5,142
2010,5311,892775.04,13949,64.0027987669367,6,142
1992,5311,5172.05,93,55.61344086021506,7,142
2018,5311,952972.82,14439,65.99991827688898,8,142
2012,5311,917299.58,14200,64.59856197183099,9,142
2006,5311,592129.77,9738,60.80609673444239,0,143
1998,5311,56635.77,1021,55.47088148873653,1,143
2000,5311,121095.46,2112,57.33686553030304,2,143
2017,5411,1855998.71,56977,32.57452498376538,3,143
2014,5411,1826176.17,55356,32.989669954476476,4,143
1992,5411,7407.34,297,24.940538720538722,5,143
2013,5411,1801353.72,54402,33.111902503584425,6,143
2007,5411,1157045.27,37059,31.221707817264363,7,143
2015,5411,1827581.64,56066,32.59696857275354,8,143
2009,5411,1493664.07,45776,32.629851232086686,9,143
1994,5411,18281.73,569,32.12957820738137,0,144
2011,5411,1752741.65,53005,33.067477596453166,1,144
2016,5411,1831895.98,55864,32.792066089073465,2,144
1991,5411,2689.59,92,29.23467391304348,3,144
1993,5411,8547.02,352,24.281306818181818,4,144
2012,5411,1755154.54,53302,32.92849311470489,5,144
2010,5411,1633855.57,50123,32.59692296949504,6,144
2018,5411,1900821.05,57517,33.04798668219831,7,144
2008,5411,1308369.23,41885,31.23717870359317,8,144
1995,5411,27266.4,849,32.11590106007068,9,144
1998,5411,74079.84,2923,25.343770099213135,0,145
2019,5411,1896947.48,57942,32.738729764247005,1,145
2005,5411,824627.49,27655,29.81838691014283,2,145
1997,5411,46016.64,1692,27.196595744680852,3,145
1999,5411,105194.33,3992,26.351285070140282,4,145
2001,5411,270353.89,9856,27.430386566558443,5,145
2004,5411,628162.14,21543,29.158526667595044,6,145
1996,5411,33962.75,1116,30.432571684587813,7,145
2003,5411,490823.6,16708,29.3765621259277,8,145
2020,5411,350563.22,11038,31.759668418191698,9,145
2000,5411,169072.77,6288,26.88816316793893,0,146
2002,5411,388567.76,13340,29.128017991004498,1,146
2006,5411,1011589.23,32914,30.734314577383483,2,146
2000,5499,210506.98,4748,44.33592670598147,3,146
2020,5499,273303.14,7965,34.31301192718142,4,146
2011,5499,1397283.04,39082,35.752598127015,5,146
2010,5499,1345880.1,36583,36.78976847169451,6,146
2014,5499,1453626.13,40896,35.5444574041471,7,146
2019,5499,1455598.15,40963,35.53446158728609,8,146
2007,5499,962671.8,25799,37.314306756075815,9,146
1991,5499,2136.55,31,68.92096774193548,0,147
2005,5499,665110.76,18038,36.872755294378535,1,147
2016,5499,1388073.66,39684,34.978169035379494,2,147
2009,5499,1247996.8,34187,36.505010676572965,3,147
1992,5499,6206.0,122,50.868852459016395,4,147
1996,5499,23925.12,455,52.58268131868132,5,147
2003,5499,422902.87,12100,34.95065041322314,6,147
1993,5499,11142.63,210,53.06014285714285,7,147
2015,5499,1429422.36,41218,34.67956620893784,8,147
2006,5499,844123.9,22550,37.43343237250554,9,147
1994,5499,15423.31,302,51.07056291390728,0,148
2004,5499,536006.13,14851,36.092258433775505,1,148
1999,5499,110455.8,2296,48.107926829268294,2,148
2002,5499,329672.37,9271,35.559526480422825,3,148
1995,5499,21652.23,416,52.04862980769231,4,148
2013,5499,1499068.32,40764,36.77431851633795,5,148
2001,5499,268750.96,7120,37.74592134831461,6,148
2017,5499,1424364.36,40184,35.44605713716903,7,148
1998,5499,82342.69,1663,49.514546001202646,8,148
2018,5499,1418155.94,40628,34.90587624298513,9,148
2012,5499,1427218.13,39696,35.95370138049174,0,149
1997,5499,40979.49,815,50.28158282208589,1,149
2008,5499,1158802.5,31967,36.249960897175214,2,149
2008,5533,22304.44,51,437.3419607843137,3,149
2019,5533,30663.73,74,414.3747297297297,4,149
1998,5533,47.15,1,47.15,5,149
2000,5533,712.87,3,237.62333333333333,6,149
2009,5533,24316.02,61,398.6232786885246,7,149
2016,5533,34211.34,80,427.64174999999994,8,149
2017,5533,27353.91,67,408.2673134328358,9,149
2002,5533,4936.68,12,411.39000000000004,0,150
2003,5533,6535.26,20,326.76300000000003,1,150
2005,5533,12802.51,34,376.5444117647059,2,150
2006,5533,15450.98,37,417.594054054054,3,150
2001,5533,2217.8599999999997,5,443.57199999999995,4,150
2014,5533,29987.04,73,410.7813698630137,5,150
2010,5533,24710.03,65,380.15430769230767,6,150
2018,5533,29799.4,81,367.89382716049386,7,150
2011,5533,30661.91,76,403.4461842105263,8,150
1999,5533,305.68,2,152.84,9,150
2004,5533,7389.32,21,351.8723809523809,0,151
1997,5533,694.78,1,694.78,1,151
2020,5533,6722.99,16,420.186875,2,151
2015,5533,29594.74,73,405.40739726027397,3,151
2012,5533,29823.12,70,426.04457142857143,4,151
2013,5533,32248.53,84,383.9110714285714,5,151
2007,5533,13947.22,42,332.07666666666665,6,151
1995,5533,318.21,1,318.21,7,151
1996,5541,34722.23,751,46.2346604527297,8,151
2000,5541,259858.58,5355,48.52634547152194,9,151
2012,5541,2099136.98,41585,50.478224840687744,0,152
2013,5541,2139580.72,42305,50.57512634440374,1,152
2005,5541,957013.21,19612,48.79732867632062,2,152
2002,5541,477303.21,9731,49.049759531394514,3,152
2006,5541,1170647.13,23881,49.02002135588962,4,152
2001,5541,372464.1,7747,48.07849490125209,5,152
2014,5541,2127132.93,42471,50.08436179981635,6,152
2020,5541,396666.64,8119,48.85658824978446,7,152
2011,5541,2040440.02,40300,50.63126600496278,8,152
1997,5541,53378.13,1187,44.96893850042123,9,152
1992,5541,9842.2,200,49.211000000000006,0,153
2019,5541,2145663.94,42739,50.20388731603453,1,153
2008,5541,1636289.9,32528,50.30404267092966,2,153
1993,5541,12967.17,267,48.5661797752809,3,153
2004,5541,759207.39,15650,48.511654313099044,4,153
2007,5541,1370005.7,27432,49.94188174394867,5,153
2015,5541,2098066.74,42160,49.76439136622391,6,153
1991,5541,5547.26,89,62.328764044943824,7,153
1999,5541,138508.83,3042,45.53215976331361,8,153
2018,5541,2084318.51,41579,50.12911589985329,9,153
2010,5541,1959495.19,38899,50.37392195172112,0,154
2009,5541,1800033.87,35486,50.72518373443048,1,154
1998,5541,99441.64,2189,45.427884878940155,2,154
2016,5541,2098390.95,41987,49.977158406173345,3,154
1994,5541,17964.0,374,48.032085561497325,4,154
2017,5541,2108791.53,42159,50.019960862449295,5,154
1995,5541,29832.22,638,46.75896551724138,6,154
2003,5541,581836.72,12188,47.73849031834591,7,154
1993,5621,130.95000000000002,4,32.737500000000004,8,154
2004,5621,11399.02,166,68.6687951807229,9,154
2020,5621,6064.18,92,65.915,0,155
2012,5621,29991.57,460,65.19906521739131,1,155
2011,5621,29943.54,448,66.83825892857143,2,155
2008,5621,24606.15,379,64.92387862796834,3,155
1994,5621,74.48,2,37.24,4,155
2002,5621,6717.76,104,64.59384615384616,5,155
2001,5621,3889.86,60,64.831,6,155
2013,5621,31746.82,471,67.40301486199576,7,155
1999,5621,2598.25,39,66.62179487179488,8,155
2018,5621,33345.34,477,69.90637316561845,9,155
1995,5621,160.43,4,40.1075,0,156
1998,5621,1708.38,27,63.27333333333334,1,156
2017,5621,34409.24,493,69.7956186612576,2,156
1997,5621,650.1700000000001,12,54.18083333333334,3,156
2010,5621,31549.6,468,67.4136752136752,4,156
2000,5621,3176.07,56,56.715535714285714,5,156
2014,5621,28911.54,448,64.5346875,6,156
2005,5621,14554.89,238,61.154999999999994,7,156
2019,5621,33964.53,487,69.7423613963039,8,156
2009,5621,24590.86,382,64.37397905759163,9,156
2016,5621,33830.76,502,67.39195219123506,0,157
2006,5621,16098.54,258,62.39744186046512,1,157
2007,5621,20599.06,321,64.17152647975078,2,157
2003,5621,12339.87,179,68.93782122905029,3,157
2015,5621,32197.36,472,68.21474576271187,4,157
1996,5621,409.22,12,34.10166666666667,5,157
2015,5651,173064.64,2734,63.30089246525238,6,157
2005,5651,77940.35,1386,56.23401875901876,7,157
2000,5651,18623.97,310,60.077322580645166,8,157
1993,5651,1123.11,23,48.830869565217384,9,157
1998,5651,8602.5,158,54.44620253164557,0,158
2012,5651,162611.14,2641,61.571806134040145,1,158
1992,5651,305.15999999999997,4,76.28999999999999,2,158
2003,5651,59489.58,939,63.35418530351438,3,158
2017,5651,184267.47,2870,64.20469337979094,4,158
2009,5651,155029.36,2568,60.36968847352024,5,158
1995,5651,1456.19,28,52.00678571428572,6,158
1994,5651,887.5,20,44.375,7,158
2008,5651,137204.11,2302,59.60213292788879,8,158
2001,5651,28894.72,466,62.00583690987125,9,158
2010,5651,154639.86,2590,59.706509652509645,0,159
2011,5651,159574.88,2607,61.21015726889145,1,159
2018,5651,188432.3,2864,65.79340083798883,2,159
1991,5651,235.48,1,235.48,3,159
2006,5651,102978.08,1782,57.78792368125701,4,159
1999,5651,12468.93,218,57.196926605504586,5,159
1997,5651,5230.12,103,50.7778640776699,6,159
2019,5651,182350.54,2836,64.29849788434414,7,159
2004,5651,66136.29,1094,60.45364716636197,8,159
1996,5651,2797.98,54,51.81444444444445,9,159
2002,5651,40924.41,675,60.628755555555564,0,160
2013,5651,167089.49,2709,61.67939830195644,1,160
2014,5651,168656.57,2690,62.697609665427514,2,160
2007,5651,112733.29,1948,57.87129876796714,3,160
2020,5651,31499.09,511,61.64205479452055,4,160
2016,5651,168147.04,2731,61.569769315269134,5,160
2012,5655,57746.98,796,72.54645728643216,6,160
1993,5655,180.42000000000002,5,36.084,7,160
2019,5655,58083.1,796,72.96871859296482,8,160
1996,5655,1390.98,21,66.23714285714286,9,160
1994,5655,570.97,9,63.44111111111111,0,161
2011,5655,55115.71,747,73.78274431057564,1,161
2003,5655,18192.22,237,76.76042194092828,2,161
2004,5655,20761.56,292,71.10123287671233,3,161
2020,5655,11364.41,158,71.92664556962025,4,161
2002,5655,12698.4,176,72.14999999999999,5,161
2018,5655,60085.98,796,75.48489949748745,6,161
2005,5655,23829.87,361,66.01072022160665,7,161
2010,5655,50640.340000000004,701,72.24014265335236,8,161
2009,5655,49363.28,687,71.85339155749637,9,161
2017,5655,62022.37,827,74.99681983071342,0,162
2013,5655,55874.29,767,72.84783572359844,1,162
1997,5655,1764.82,28,63.02928571428571,2,162
2016,5655,58544.67,782,74.86530690537084,3,162
1992,5655,488.93,3,162.97666666666666,4,162
2006,5655,29613.62,430,68.86888372093023,5,162
2001,5655,8444.27,115,73.4284347826087,6,162
2007,5655,34000.77,490,69.38932653061224,7,162
1999,5655,4517.65,55,82.1390909090909,8,162
2008,5655,43301.64,618,70.0673786407767,9,162
2000,5655,4049.89,59,68.64220338983051,0,163
2015,5655,54892.73,757,72.51351387054162,1,163
2014,5655,53188.66,723,73.5666113416321,2,163
1998,5655,3031.67,54,56.142037037037035,3,163
1995,5655,832.4300000000001,11,75.67545454545456,4,163
2012,5661,33547.97,426,78.75110328638497,5,163
2003,5661,11698.32,142,82.38253521126761,6,163
2017,5661,35855.03,450,79.67784444444445,7,163
2016,5661,34535.25,437,79.02803203661327,8,163
1994,5661,562.9,4,140.725,9,163
2005,5661,18020.13,242,74.46334710743803,0,164
2020,5661,7737.55,93,83.1994623655914,1,164
2004,5661,14338.02,176,81.46602272727273,2,164
1997,5661,3152.69,31,101.69967741935484,3,164
1993,5661,662.49,6,110.415,4,164
2010,5661,35327.49,411,85.95496350364964,5,164
2015,5661,37561.94,446,84.21959641255606,6,164
1992,5661,702.33,4,175.5825,7,164
2002,5661,10236.36,130,78.74123076923077,8,164
1996,5661,915.45,12,76.28750000000001,9,164
2011,5661,38310.93,453,84.5715894039735,0,165
2013,5661,38931.64,470,82.83327659574468,1,165
2007,5661,23458.38,329,71.30206686930092,2,165
1995,5661,998.75,10,99.875,3,165
2001,5661,8925.53,100,89.2553,4,165
2009,5661,28689.37,374,76.70954545454545,5,165
2019,5661,37249.63,454,82.04764317180616,6,165
2018,5661,37977.6,444,85.53513513513514,7,165
1999,5661,3372.73,41,82.26170731707317,8,165
2000,5661,4704.33,64,73.50515625,9,165
1998,5661,2945.15,36,81.80972222222222,0,166
2008,5661,27391.01,378,72.46298941798942,1,166
2006,5661,19199.94,273,70.32945054945054,2,166
2014,5661,37986.2,451,84.22660753880265,3,166
2006,5712,33221.84,86,386.30046511627904,4,166
2010,5712,52476.76,171,306.8816374269006,5,166
2005,5712,23758.38,69,344.324347826087,6,166
2014,5712,65002.99,184,353.2771195652174,7,166
2007,5712,42731.22,108,395.65944444444443,8,166
2009,5712,57635.36,168,343.0676190476191,9,166
2015,5712,52641.86,166,317.11963855421686,0,167
2016,5712,77231.3,219,352.6543378995434,1,167
2000,5712,4597.77,16,287.360625,2,167
2017,5712,66518.87,175,380.10782857142857,3,167
1996,5712,2020.6799999999998,4,505.16999999999996,4,167
1993,5712,370.67,1,370.67,5,167
2012,5712,63357.72,187,338.8113368983957,6,167
1998,5712,3405.38,12,283.7816666666667,7,167
2008,5712,54951.2,164,335.0682926829268,8,167
1994,5712,298.31,1,298.31,9,167
2019,5712,64429.29,185,348.26643243243245,0,168
2001,5712,6386.7,29,220.23103448275862,1,168
2013,5712,67539.47,193,349.9454404145078,2,168
2002,5712,8464.630000000001,29,291.8837931034483,3,168
2018,5712,69025.61,200,345.12805000000003,4,168
2003,5712,14982.64,48,312.1383333333333,5,168
1997,5712,1355.52,5,271.104,6,168
2004,5712,17472.44,55,317.68072727272727,7,168
2020,5712,8199.72,28,292.84714285714284,8,168
2011,5712,57888.49,154,375.8992857142857,9,168
1999,5712,2350.42,8,293.8025,0,169
2003,5719,54920.79,1003,54.75652043868395,1,169
2007,5719,123920.06,2386,51.93632020117351,2,169
